StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,Q1,Q4,Q7,Q8,Q9,Q10,Q11,Q12,Q14,Q72,Q15,Q16,Q69,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q49,Q48,Q50,Q51,Q70,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q61,Q60,Q62,Q63,Q71,Q65,Q66,Q67,Q68,MTurkCode,position,position2
11/1/17 12:27,11/1/17 12:39,IP Address,,100,716,TRUE,11/1/17 12:39,R_1OPjHWu4RRC6egt,,,,,,,anonymous,EN,"Yes, I consent.",4,1,3,1,5,3,5,1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,5,1,5,1,6,1,5,1,5,5,1,,It will be lost,Somewhat disagree,Female,56,,start,
10/31/17 9:31,10/31/17 9:33,IP Address,,74,100,FALSE,11/7/17 8:33,R_27UJp7G7V9cY1Yy,,,,,,,anonymous,EN,"Yes, I consent.",4,4,4,2,4,4,4,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,,,,,,,,,,,,,,,,,start,
10/31/17 1:38,11/1/17 0:17,IP Address,,2,81582,FALSE,11/7/17 23:18,R_WCokHeZKCIksh6V,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,
11/1/17 0:17,11/1/17 0:18,Spam,,2,10,FALSE,11/7/17 23:18,R_QaEBY47ieDxd7Rn,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,
11/1/17 1:27,11/3/17 0:15,IP Address,,58,168486,FALSE,11/9/17 23:15,R_10red1f8Oez77ri,,,,,,,anonymous,EN,"Yes, I consent.",,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,
11/12/17 2:46,11/12/17 2:48,Survey Preview,,100,84,TRUE,11/12/17 2:48,R_YR2owoJHd6fS4x3,,,,,,,preview,EN,"Yes, I consent.",4,6,3,6,4,5,7,6,6,5,6,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Spend my miles on an unlimited movie theater pass for one month,6,7,6,5,7,6,6,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,visa gobi,Agree,Male,23,,start,start
11/12/17 3:05,11/12/17 3:09,IP Address,,100,247,TRUE,11/12/17 3:09,R_pADPurnd2CAXDoZ,,,,,,,anonymous,EN,"Yes, I consent.",,7,4,2,7,5,7,7,3,1,2,7,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,7,1,1,7,7,7,7,2,2,2,7,I will get a $100 Visa Card,Strongly agree,Male,39,,end,end
11/12/17 3:40,11/12/17 3:49,IP Address,,100,563,TRUE,11/12/17 3:49,R_33dtuDJeC8VxRNO,,,,,,,anonymous,EN,"Yes, I consent.",,4,6,6,5,7,4,6,3,1,2,4,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,4,4,5,4,6,5,5,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,Thry would expire,Neither agree nor disagree,Male,58,,end,start
11/12/17 3:56,11/12/17 4:02,IP Address,,100,360,TRUE,11/12/17 4:02,R_1oBfRsXb6JF63ZV,,,,,,,anonymous,EN,"Yes, I consent.",5,5,7,4,7,7,5,3,7,4,4,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,5,7,4,5,5,4,4,7,5,4,5,,,,,,,,,,,,,,,,,,,,,,,I would probably use them,Agree,Male,56,,start,end
11/12/17 3:53,11/12/17 4:04,IP Address,,100,605,TRUE,11/12/17 4:04,R_3ez68TUkfywtVvU,,,,,,,anonymous,EN,"Yes, I consent.",,3,2,4,4,5,4,7,4,5,6,5,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Spend my miles on an unlimited movie theater pass for one month,6,3,4,2,6,4,4,1,4,2,4,,It will expire. You said that it's the only way to spend the miles. Therefore I'm assuming I won't receive the $100 Visa card if they expire. If that's not what you meant then you should rephrase.,Somewhat disagree,Male,24,,end,start
11/12/17 4:24,11/12/17 4:28,IP Address,,100,209,TRUE,11/12/17 4:28,R_2Tn28GTT2NvRFs6,,,,,,,anonymous,EN,"Yes, I consent.",,3,4,6,6,1,3,1,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Not spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,5,4,3,5,7,1,4,1,4,1,2,,"I would spend them on flight tickets. 50,000 miles is generally worth $500+ on flights, so all of the other offers listed are terrible value.",Strongly agree,Female,25,,end,start
11/12/17 4:47,11/12/17 4:52,IP Address,,100,323,TRUE,11/12/17 4:52,R_1mQlkM7NqLGR8AK,,,,,,,anonymous,EN,"Yes, I consent.",,7,6,3,6,5,5,2,5,3,5,4,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Spend my miles on an unlimited movie theater pass for one month,5,7,4,3,6,5,5,2,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,I would receive a å£100 visa giftcard,Somewhat disagree,Female,28,,end,start
11/12/17 6:06,11/12/17 6:12,IP Address,,100,352,TRUE,11/12/17 6:12,R_3EMuFBhOaX8wl74,,,,,,,anonymous,EN,"Yes, I consent.",,1,4,1,1,1,1,1,1,1,1,1,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant and take the $100 Visa gift card instead,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,1,7,1,7,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,Take a vacation and use miles or gift a vacation to some one,Neither agree nor disagree,Male,54,,end,end
11/12/17 6:14,11/12/17 6:18,IP Address,,100,226,TRUE,11/12/17 6:18,R_31BJuqcGx8PgXnj,,,,,,,anonymous,EN,"Yes, I consent.",7,4,5,4,7,6,6,3,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,7,4,5,4,7,5,6,4,7,3,4,,Miles expire and I receive a $100 Visa gift card,Somewhat disagree,Male,66,,start,start
11/12/17 6:40,11/12/17 6:45,IP Address,,100,283,TRUE,11/12/17 6:45,R_3Rll1COA547Uafd,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,4,7,7,7,1,7,7,1,7,Spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,7,7,7,4,7,7,7,1,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,They would expire.,Strongly agree,Male,60,,end,start
11/12/17 7:34,11/12/17 7:39,IP Address,,100,289,TRUE,11/12/17 7:39,R_x3ZJpFEkqBRmEOl,,,,,,,anonymous,EN,"Yes, I consent.",,5,5,3,5,5,4,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,5,5,3,5,5,4,3,3,3,3,5,You would get 100$,Somewhat agree,Female,29,,end,end
11/12/17 9:18,11/12/17 9:23,IP Address,,100,301,TRUE,11/12/17 9:23,R_22tpzGPVkmHUGBX,,,,,,,anonymous,EN,"Yes, I consent.",7,3,7,4,7,7,6,3,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,7,3,7,4,7,7,6,2,7,4,6,,Receive a $100 visa giftcard,Somewhat disagree,Female,20,,start,start
11/12/17 9:33,11/12/17 9:38,IP Address,,100,271,TRUE,11/12/17 9:38,R_2BncnPUDqU2IHLu,,,,,,,anonymous,EN,"Yes, I consent.",5,5,6,4,7,7,5,4,3,4,3,,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Spend my miles on a 4-day rental of a mid-sized vehicle,Not spend my miles on a $200 Amazon gift card and take the $100 Visa gift card instead,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Not spend my miles on a $150 gas card and take the $100 Visa gift card instead,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,6,6,3,6,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,I would forget about them ,Agree,Male,22,,start,end
11/12/17 9:41,11/12/17 9:46,IP Address,,100,311,TRUE,11/12/17 9:46,R_1difaMDj3QXArQJ,,,,,,,anonymous,EN,"Yes, I consent.",6,2,3,3,7,6,7,1,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,3,3,3,7,7,3,1,4,3,1,5,Get $100 Visa gift card,Disagree,Male,65,,start,end
11/12/17 10:15,11/12/17 10:19,IP Address,,100,219,TRUE,11/12/17 10:19,R_2CvpsljqZEMR9gL,,,,,,,anonymous,EN,"Yes, I consent.",7,4,4,2,7,6,4,1,3,3,2,,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Not spend my miles on a $150 gas card and take the $100 Visa gift card instead,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,7,5,5,1,7,6,3,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,They would go away,Somewhat agree,Female,21,,start,start
